event_id,session_id,session_date,session_type,opponent,game_minute,shooter_role,shot_type,velocity_kmh,target_y,target_z,reaction_time_ms,acceleration_g,technique,heart_rate,outcome
evt_00418,S_014,2023-11-07,TRAINING,N/A,46,RB,JUMP,100,2.38,0.57,193,4.48,STAR,156,SAVE
evt_00419,S_014,2023-11-07,TRAINING,N/A,50,RW,LOB,97,1.16,1.15,220,3.72,BLOCK,156,SAVE
evt_00420,S_014,2023-11-07,TRAINING,N/A,54,CB,7M,84,0.38,1.86,462,2.78,SPLIT,154,GOAL
evt_00421,S_014,2023-11-07,TRAINING,N/A,57,CB,JUMP,89,2.86,1.89,363,2.94,SPLIT,148,GOAL
evt_00422,S_014,2023-11-07,TRAINING,N/A,61,LW,7M,97,2.76,0.28,295,3.21,BASIC,149,GOAL
evt_00423,S_014,2023-11-07,TRAINING,N/A,64,LB,JUMP,77,2.8,0.41,405,1.71,BASIC,140,GOAL
evt_00424,S_014,2023-11-07,TRAINING,N/A,68,LW,7M,85,1.19,1.47,249,4.04,SPLIT,155,SAVE
evt_00425,S_014,2023-11-07,TRAINING,N/A,72,PV,LOB,95,1.97,1.35,239,5.28,KICK,165,SAVE
evt_00426,S_014,2023-11-07,TRAINING,N/A,75,CB,JUMP,109,1.68,1.28,259,3.83,STAR,158,SAVE
evt_00427,S_014,2023-11-07,TRAINING,N/A,79,LW,7M,105,2.73,1.68,291,1.24,SPLIT,165,GOAL
evt_00428,S_014,2023-11-07,TRAINING,N/A,82,CB,JUMP,72,0.39,0.1,291,1.27,SPLIT,150,GOAL
evt_00429,S_014,2023-11-07,TRAINING,N/A,86,RW,HIP,90,0.39,1.79,376,2.5,SPLIT,176,GOAL
evt_00430,S_015,2023-11-14,TRAINING,N/A,1,CB,LOB,97,0.4,0.19,365,2.89,SPLIT,130,GOAL
evt_00431,S_015,2023-11-14,TRAINING,N/A,5,CB,HIP,77,1.93,0.64,259,3.86,BASIC,113,SAVE
evt_00432,S_015,2023-11-14,TRAINING,N/A,10,PV,JUMP,91,0.97,1.32,241,5.66,BASIC,124,SAVE
evt_00433,S_015,2023-11-14,TRAINING,N/A,15,LB,LOB,73,0.37,1.76,423,1.07,SPLIT,119,GOAL
evt_00434,S_015,2023-11-14,TRAINING,N/A,20,RB,HIP,107,0.46,1.67,425,1.34,SPLIT,128,GOAL
evt_00435,S_015,2023-11-14,TRAINING,N/A,25,LW,HIP,100,0.94,0.65,243,1.38,BASIC,142,MISS
evt_00436,S_015,2023-11-14,TRAINING,N/A,30,LB,BOUNCE,78,2.49,1.24,253,4.2,BASIC,119,SAVE
evt_00437,S_015,2023-11-14,TRAINING,N/A,35,CB,7M,92,0.21,0.37,474,1.76,SPLIT,150,GOAL
evt_00438,S_015,2023-11-14,TRAINING,N/A,40,CB,HIP,109,2.73,0.41,391,1.58,SPLIT,131,GOAL
evt_00439,S_015,2023-11-14,TRAINING,N/A,45,RW,7M,102,0.47,1.54,417,2.41,BASIC,152,GOAL
evt_00440,S_015,2023-11-14,TRAINING,N/A,50,PV,HIP,88,2.57,1.68,402,2.48,SPLIT,147,GOAL
evt_00441,S_015,2023-11-14,TRAINING,N/A,55,CB,HIP,107,2.26,1.28,205,4.2,BASIC,153,SAVE
evt_00442,S_015,2023-11-14,TRAINING,N/A,60,PV,7M,95,2.55,1.61,306,1.62,BASIC,137,GOAL
evt_00443,S_015,2023-11-14,TRAINING,N/A,65,RB,JUMP,79,0.83,1.15,267,3.64,KICK,147,SAVE
evt_00444,S_015,2023-11-14,TRAINING,N/A,70,RB,LOB,78,1.26,0.91,267,3.99,STAR,140,SAVE
evt_00445,S_015,2023-11-14,TRAINING,N/A,75,LB,LOB,99,1.6,1.23,193,5.28,BASIC,170,SAVE
evt_00446,S_015,2023-11-14,TRAINING,N/A,80,CB,LOB,92,0.9,1.11,348,2.32,BASIC,168,MISS
evt_00447,S_015,2023-11-14,TRAINING,N/A,85,CB,JUMP,73,2.7,0.41,404,2.99,SPLIT,163,GOAL
evt_00448,S_016,2023-11-18,TRAINING,N/A,1,LB,HIP,95,2.65,1.74,481,3.21,BASIC,110,GOAL
evt_00449,S_016,2023-11-18,TRAINING,N/A,3,PV,HIP,103,2.79,1.56,384,1.42,BASIC,111,GOAL
evt_00450,S_016,2023-11-18,TRAINING,N/A,6,RW,BOUNCE,107,2.71,1.76,410,2.84,BASIC,107,GOAL
evt_00451,S_016,2023-11-18,TRAINING,N/A,9,LB,LOB,91,1.36,0.96,267,3.67,BLOCK,105,SAVE
evt_00452,S_016,2023-11-18,TRAINING,N/A,12,CB,LOB,83,0.25,1.83,486,1.79,SPLIT,126,GOAL
evt_00453,S_016,2023-11-18,TRAINING,N/A,15,RW,BOUNCE,106,2.78,1.54,328,1.66,BASIC,131,GOAL
evt_00454,S_016,2023-11-18,TRAINING,N/A,18,CB,7M,99,0.97,0.56,268,5.18,STAR,124,SAVE
evt_00455,S_016,2023-11-18,TRAINING,N/A,21,RB,BOUNCE,93,0.17,0.13,423,2.9,SPLIT,116,GOAL
evt_00456,S_016,2023-11-18,TRAINING,N/A,24,LB,LOB,81,2.16,1.3,180,5.54,BLOCK,114,SAVE
evt_00457,S_016,2023-11-18,TRAINING,N/A,27,CB,7M,107,2.3,0.82,184,5.81,BASIC,122,SAVE
evt_00458,S_016,2023-11-18,TRAINING,N/A,31,PV,JUMP,96,1.32,0.61,249,5.77,KICK,135,SAVE
evt_00459,S_016,2023-11-18,TRAINING,N/A,34,LB,HIP,85,2.73,0.18,342,2.75,SPLIT,136,GOAL
evt_00460,S_016,2023-11-18,TRAINING,N/A,37,LW,BOUNCE,92,1.77,0.73,218,2.2,BASIC,135,MISS
evt_00461,S_016,2023-11-18,TRAINING,N/A,40,RW,JUMP,81,2.56,0.32,328,2.86,BASIC,153,GOAL
evt_00462,S_016,2023-11-18,TRAINING,N/A,43,CB,HIP,94,0.35,0.14,364,2.04,BASIC,129,GOAL
evt_00463,S_016,2023-11-18,TRAINING,N/A,46,CB,LOB,89,1.46,1.18,261,5.12,STAR,156,SAVE
evt_00464,S_016,2023-11-18,TRAINING,N/A,49,RB,HIP,79,1.21,0.66,293,1.29,BASIC,150,MISS
evt_00465,S_016,2023-11-18,TRAINING,N/A,52,RB,HIP,106,2.12,0.62,269,4.52,KICK,160,SAVE
evt_00466,S_016,2023-11-18,TRAINING,N/A,55,RB,BOUNCE,95,1.81,1.35,276,3.56,STAR,152,SAVE
evt_00467,S_016,2023-11-18,TRAINING,N/A,58,PV,LOB,78,0.22,1.66,368,3.07,SPLIT,145,GOAL
evt_00468,S_016,2023-11-18,TRAINING,N/A,62,LB,LOB,81,2.89,0.22,493,1.74,BASIC,137,GOAL
evt_00469,S_016,2023-11-18,TRAINING,N/A,65,CB,HIP,87,2.63,1.79,298,1.35,BASIC,140,GOAL
evt_00470,S_016,2023-11-18,TRAINING,N/A,68,RB,JUMP,98,1.19,1.26,192,3.94,STAR,164,SAVE
evt_00471,S_016,2023-11-18,TRAINING,N/A,71,PV,JUMP,75,2.8,1.87,498,1.12,SPLIT,141,GOAL
evt_00472,S_016,2023-11-18,TRAINING,N/A,74,LW,7M,110,0.38,1.87,425,3.1,SPLIT,158,GOAL
evt_00473,S_016,2023-11-18,TRAINING,N/A,77,LB,LOB,106,1.74,1.04,258,3.76,KICK,166,SAVE
evt_00474,S_016,2023-11-18,TRAINING,N/A,80,RW,JUMP,74,2.51,0.31,301,3.15,BASIC,155,GOAL
evt_00475,S_016,2023-11-18,TRAINING,N/A,83,PV,HIP,107,2.63,1.54,483,2.69,SPLIT,157,GOAL
evt_00476,S_016,2023-11-18,TRAINING,N/A,86,CB,7M,82,2.89,1.57,319,3.14,SPLIT,172,GOAL
evt_00477,S_017,2023-11-21,GAME,AGUAS SANTAS,1,RB,HIP,74,0.98,0.78,274,4.23,SPLIT,128,SAVE
evt_00478,S_017,2023-11-21,GAME,AGUAS SANTAS,3,CB,HIP,97,0.54,1.14,238,5.26,BASIC,142,SAVE
evt_00479,S_017,2023-11-21,GAME,AGUAS SANTAS,7,RB,HIP,71,2.52,0.28,360,1.3,BASIC,151,GOAL
evt_00480,S_017,2023-11-21,GAME,AGUAS SANTAS,10,PV,BOUNCE,94,2.69,1.61,365,1.44,SPLIT,136,GOAL
evt_00481,S_017,2023-11-21,GAME,AGUAS SANTAS,14,RW,BOUNCE,105,2.18,0.69,227,2.03,BASIC,140,MISS
evt_00482,S_017,2023-11-21,GAME,AGUAS SANTAS,17,RW,BOUNCE,109,0.47,1.51,420,2.05,BASIC,157,GOAL
evt_00483,S_017,2023-11-21,GAME,AGUAS SANTAS,21,RW,JUMP,110,1.22,1.3,239,1.9,BASIC,132,MISS
evt_00484,S_017,2023-11-21,GAME,AGUAS SANTAS,24,RB,JUMP,97,2.79,1.81,388,2.64,SPLIT,141,GOAL
evt_00485,S_017,2023-11-21,GAME,AGUAS SANTAS,28,LB,BOUNCE,103,2.88,1.8,352,1.56,SPLIT,160,GOAL
evt_00486,S_017,2023-11-21,GAME,AGUAS SANTAS,31,RB,7M,78,2.17,1.38,265,3.85,SPLIT,148,SAVE
evt_00487,S_017,2023-11-21,GAME,AGUAS SANTAS,35,RB,LOB,85,2.62,0.37,315,2.45,BASIC,154,GOAL
evt_00488,S_017,2023-11-21,GAME,AGUAS SANTAS,38,PV,LOB,75,0.16,1.78,314,2.1,SPLIT,145,GOAL
evt_00489,S_017,2023-11-21,GAME,AGUAS SANTAS,42,RB,7M,76,2.19,0.75,316,2.31,BASIC,145,MISS
evt_00490,S_017,2023-11-21,GAME,AGUAS SANTAS,45,PV,BOUNCE,102,1.16,0.62,224,5.18,KICK,146,SAVE
evt_00491,S_017,2023-11-21,GAME,AGUAS SANTAS,49,PV,LOB,76,0.88,0.62,278,2.62,BASIC,170,MISS
evt_00492,S_017,2023-11-21,GAME,AGUAS SANTAS,52,RB,LOB,86,1.8,0.61,190,4.23,KICK,173,SAVE
evt_00493,S_017,2023-11-21,GAME,AGUAS SANTAS,56,LB,BOUNCE,77,0.78,1.15,220,5.34,KICK,170,SAVE
evt_00494,S_018,2023-11-24,GAME,AGUAS SANTAS,1,LW,JUMP,90,0.12,1.77,325,3.03,BASIC,122,GOAL
evt_00495,S_018,2023-11-24,GAME,AGUAS SANTAS,3,LB,LOB,95,0.5,1.52,304,2.09,SPLIT,130,GOAL
evt_00496,S_018,2023-11-24,GAME,AGUAS SANTAS,6,CB,HIP,78,2.69,1.51,315,2.12,SPLIT,137,GOAL
evt_00497,S_018,2023-11-24,GAME,AGUAS SANTAS,9,LW,BOUNCE,82,0.53,0.85,215,5.87,STAR,149,SAVE
evt_00498,S_018,2023-11-24,GAME,AGUAS SANTAS,12,CB,HIP,76,0.78,0.76,236,1.53,BASIC,138,MISS
evt_00499,S_018,2023-11-24,GAME,AGUAS SANTAS,15,RB,BOUNCE,77,1.5,0.72,215,3.79,STAR,153,SAVE
evt_00500,S_018,2023-11-24,GAME,AGUAS SANTAS,18,CB,7M,107,0.39,0.32,303,3.22,SPLIT,136,GOAL
evt_00501,S_018,2023-11-24,GAME,AGUAS SANTAS,21,CB,JUMP,73,2.35,0.91,192,5.09,BASIC,142,SAVE
evt_00502,S_018,2023-11-24,GAME,AGUAS SANTAS,24,CB,BOUNCE,78,0.31,1.7,346,1.54,SPLIT,141,GOAL
evt_00503,S_018,2023-11-24,GAME,AGUAS SANTAS,27,LB,BOUNCE,85,0.2,0.43,445,1.2,SPLIT,149,GOAL
evt_00504,S_018,2023-11-24,GAME,AGUAS SANTAS,30,LB,LOB,91,2.53,0.3,483,2.96,BASIC,156,GOAL
evt_00505,S_018,2023-11-24,GAME,AGUAS SANTAS,33,PV,BOUNCE,78,0.91,1.18,238,4.94,BASIC,165,SAVE
evt_00506,S_018,2023-11-24,GAME,AGUAS SANTAS,36,LB,HIP,73,2.5,1.32,397,1.71,BASIC,141,MISS
evt_00507,S_018,2023-11-24,GAME,AGUAS SANTAS,39,LW,JUMP,92,0.2,0.37,378,2.3,BASIC,170,GOAL
evt_00508,S_018,2023-11-24,GAME,AGUAS SANTAS,42,CB,JUMP,92,0.26,1.63,498,2.42,BASIC,158,GOAL
evt_00509,S_018,2023-11-24,GAME,AGUAS SANTAS,45,RW,JUMP,70,2.62,0.46,433,2.14,SPLIT,157,GOAL
evt_00510,S_018,2023-11-24,GAME,AGUAS SANTAS,48,LW,7M,98,0.21,1.57,441,1.8,BASIC,156,GOAL
evt_00511,S_018,2023-11-24,GAME,AGUAS SANTAS,51,LW,LOB,96,2.55,0.27,312,2.23,BASIC,163,GOAL
evt_00512,S_018,2023-11-24,GAME,AGUAS SANTAS,54,PV,HIP,106,1.28,0.57,202,4.0,BLOCK,169,SAVE
evt_00513,S_018,2023-11-24,GAME,AGUAS SANTAS,57,CB,JUMP,88,0.31,1.79,297,1.34,BASIC,177,GOAL
evt_00514,S_019,2023-11-27,GAME,AVANCA,1,RB,7M,105,2.79,0.15,329,3.26,BASIC,125,GOAL
evt_00515,S_019,2023-11-27,GAME,AVANCA,2,RB,LOB,108,0.15,1.5,305,3.12,SPLIT,124,GOAL
evt_00516,S_019,2023-11-27,GAME,AVANCA,4,LB,HIP,106,0.14,1.69,351,2.95,SPLIT,136,GOAL
evt_00517,S_019,2023-11-27,GAME,AVANCA,6,RB,JUMP,70,2.71,1.7,494,2.29,BASIC,134,GOAL
evt_00518,S_019,2023-11-27,GAME,AVANCA,8,LB,BOUNCE,88,0.13,1.78,475,1.75,BASIC,141,GOAL
evt_00519,S_019,2023-11-27,GAME,AVANCA,11,LW,HIP,72,2.58,1.62,302,1.92,BASIC,138,GOAL
evt_00520,S_019,2023-11-27,GAME,AVANCA,13,CB,BOUNCE,100,1.67,0.82,208,5.69,BLOCK,157,SAVE
evt_00521,S_019,2023-11-27,GAME,AVANCA,15,LB,JUMP,90,0.45,0.17,308,1.61,BASIC,154,GOAL
evt_00522,S_019,2023-11-27,GAME,AVANCA,17,LB,BOUNCE,94,2.36,0.75,236,6.0,BASIC,132,SAVE
evt_00523,S_019,2023-11-27,GAME,AVANCA,20,LW,JUMP,82,0.29,1.67,350,1.63,BASIC,143,GOAL
evt_00524,S_019,2023-11-27,GAME,AVANCA,22,PV,7M,86,1.34,0.9,295,1.88,BASIC,151,MISS
evt_00525,S_019,2023-11-27,GAME,AVANCA,24,LW,HIP,107,0.81,1.04,250,3.73,STAR,161,SAVE
evt_00526,S_019,2023-11-27,GAME,AVANCA,26,LB,LOB,96,2.09,0.73,191,3.6,BLOCK,159,SAVE
evt_00527,S_019,2023-11-27,GAME,AVANCA,28,CB,HIP,76,0.32,0.11,464,2.17,SPLIT,157,GOAL
evt_00528,S_019,2023-11-27,GAME,AVANCA,31,RB,7M,94,0.35,0.23,389,1.31,SPLIT,168,GOAL
evt_00529,S_019,2023-11-27,GAME,AVANCA,33,RW,7M,102,0.43,1.66,407,2.72,BASIC,165,GOAL
evt_00530,S_019,2023-11-27,GAME,AVANCA,35,RW,JUMP,109,0.16,1.56,404,1.78,BASIC,151,GOAL
evt_00531,S_019,2023-11-27,GAME,AVANCA,37,RB,7M,108,1.71,0.59,191,4.58,BLOCK,170,SAVE
evt_00532,S_019,2023-11-27,GAME,AVANCA,40,LB,BOUNCE,93,2.9,1.59,461,2.55,BASIC,157,GOAL
evt_00533,S_019,2023-11-27,GAME,AVANCA,42,RB,BOUNCE,103,0.3,0.24,458,2.04,BASIC,163,GOAL
evt_00534,S_019,2023-11-27,GAME,AVANCA,44,RB,JUMP,96,2.8,1.72,461,1.18,SPLIT,152,GOAL
evt_00535,S_019,2023-11-27,GAME,AVANCA,46,RW,LOB,82,2.73,0.27,303,3.15,BASIC,150,GOAL
evt_00536,S_019,2023-11-27,GAME,AVANCA,48,LB,LOB,95,2.76,0.19,408,2.09,BASIC,167,GOAL
evt_00537,S_019,2023-11-27,GAME,AVANCA,51,LB,7M,101,2.67,0.32,328,1.36,BASIC,157,GOAL
evt_00538,S_019,2023-11-27,GAME,AVANCA,53,CB,JUMP,81,2.77,1.68,448,2.98,SPLIT,180,GOAL
evt_00539,S_019,2023-11-27,GAME,AVANCA,55,LW,LOB,109,2.89,0.47,390,1.1,BASIC,158,GOAL
evt_00540,S_019,2023-11-27,GAME,AVANCA,57,LW,HIP,89,0.2,1.62,305,3.01,SPLIT,158,GOAL
evt_00541,S_020,2023-12-02,GAME,SL BENFICA,1,RW,7M,93,2.03,0.93,186,4.38,STAR,145,SAVE
evt_00542,S_020,2023-12-02,GAME,SL BENFICA,2,RB,JUMP,92,2.76,0.28,379,3.29,BASIC,147,GOAL
evt_00543,S_020,2023-12-02,GAME,SL BENFICA,4,PV,7M,101,2.61,0.14,347,1.34,SPLIT,142,GOAL
evt_00544,S_020,2023-12-02,GAME,SL BENFICA,6,CB,7M,73,0.44,1.52,395,2.48,BASIC,152,GOAL
evt_00545,S_020,2023-12-02,GAME,SL BENFICA,8,CB,BOUNCE,93,0.33,1.8,437,2.27,BASIC,134,GOAL
evt_00546,S_020,2023-12-02,GAME,SL BENFICA,10,RW,HIP,87,0.25,1.75,390,1.39,BASIC,148,GOAL
evt_00547,S_020,2023-12-02,GAME,SL BENFICA,12,RW,BOUNCE,107,1.48,1.27,242,5.33,STAR,138,SAVE
evt_00548,S_020,2023-12-02,GAME,SL BENFICA,14,LW,7M,90,2.73,0.17,415,3.0,SPLIT,143,GOAL
evt_00549,S_020,2023-12-02,GAME,SL BENFICA,16,PV,LOB,76,2.31,1.28,263,5.47,STAR,136,SAVE
evt_00550,S_020,2023-12-02,GAME,SL BENFICA,18,PV,HIP,108,0.56,1.25,278,4.28,BASIC,158,SAVE
evt_00551,S_020,2023-12-02,GAME,SL BENFICA,20,RB,HIP,82,0.3,1.81,328,2.56,SPLIT,154,GOAL
evt_00552,S_020,2023-12-02,GAME,SL BENFICA,22,RW,HIP,97,0.83,0.53,327,2.84,BASIC,147,MISS
evt_00553,S_020,2023-12-02,GAME,SL BENFICA,24,RB,JUMP,97,0.35,0.13,482,1.77,SPLIT,148,GOAL
evt_00554,S_020,2023-12-02,GAME,SL BENFICA,26,CB,JUMP,73,0.33,0.26,308,1.47,BASIC,155,GOAL
evt_00555,S_020,2023-12-02,GAME,SL BENFICA,28,RW,JUMP,99,1.94,0.83,210,1.26,BASIC,139,MISS
evt_00556,S_020,2023-12-02,GAME,SL BENFICA,30,RB,7M,98,1.19,0.69,248,5.67,BASIC,163,SAVE
evt_00557,S_020,2023-12-02,GAME,SL BENFICA,32,RB,JUMP,75,0.25,0.42,374,1.04,BASIC,145,GOAL
evt_00558,S_020,2023-12-02,GAME,SL BENFICA,34,LB,7M,77,0.91,1.0,260,5.48,BASIC,144,SAVE
evt_00559,S_020,2023-12-02,GAME,SL BENFICA,36,LB,7M,102,0.23,1.6,367,2.76,BASIC,167,GOAL
evt_00560,S_020,2023-12-02,GAME,SL BENFICA,38,PV,LOB,88,0.12,0.14,447,1.32,BASIC,149,GOAL
evt_00561,S_020,2023-12-02,GAME,SL BENFICA,40,RW,LOB,109,0.35,0.14,317,2.43,SPLIT,154,GOAL
evt_00562,S_020,2023-12-02,GAME,SL BENFICA,42,RB,7M,77,1.8,1.32,316,2.36,BASIC,169,MISS
evt_00563,S_020,2023-12-02,GAME,SL BENFICA,44,RW,BOUNCE,81,2.08,1.24,188,3.58,BASIC,174,SAVE
evt_00564,S_020,2023-12-02,GAME,SL BENFICA,46,RW,JUMP,99,0.49,1.88,290,2.35,SPLIT,152,GOAL
evt_00565,S_020,2023-12-02,GAME,SL BENFICA,48,CB,7M,96,0.23,0.4,369,2.59,SPLIT,166,GOAL
evt_00566,S_020,2023-12-02,GAME,SL BENFICA,50,CB,JUMP,93,2.45,1.32,266,3.65,SPLIT,177,SAVE
evt_00567,S_020,2023-12-02,GAME,SL BENFICA,52,RB,JUMP,71,2.87,0.44,333,1.49,BASIC,177,GOAL
evt_00568,S_020,2023-12-02,GAME,SL BENFICA,54,RB,HIP,75,1.95,0.85,339,2.03,BASIC,162,MISS
evt_00569,S_020,2023-12-02,GAME,SL BENFICA,56,CB,7M,76,0.49,0.39,315,3.22,SPLIT,161,GOAL
evt_00570,S_020,2023-12-02,GAME,SL BENFICA,58,RW,BOUNCE,101,1.74,1.5,192,5.38,BLOCK,177,SAVE
evt_00571,S_021,2023-12-08,GAME,CF OS BELENENSES,1,RW,HIP,100,2.44,1.47,196,5.61,KICK,143,SAVE
evt_00572,S_021,2023-12-08,GAME,CF OS BELENENSES,3,RW,HIP,96,1.51,0.99,255,4.1,SPLIT,138,SAVE
evt_00573,S_021,2023-12-08,GAME,CF OS BELENENSES,6,LW,HIP,83,2.89,1.59,326,3.12,SPLIT,136,GOAL
evt_00574,S_021,2023-12-08,GAME,CF OS BELENENSES,9,PV,BOUNCE,80,0.68,0.75,248,5.95,BASIC,152,SAVE
evt_00575,S_021,2023-12-08,GAME,CF OS BELENENSES,12,LW,BOUNCE,76,0.46,1.59,460,2.44,BASIC,155,GOAL
evt_00576,S_021,2023-12-08,GAME,CF OS BELENENSES,15,RB,BOUNCE,97,0.5,0.5,336,2.72,BASIC,145,GOAL
evt_00577,S_021,2023-12-08,GAME,CF OS BELENENSES,18,RW,LOB,102,2.85,1.87,368,2.47,SPLIT,142,GOAL
evt_00578,S_021,2023-12-08,GAME,CF OS BELENENSES,21,PV,7M,104,0.37,1.69,331,2.88,SPLIT,158,GOAL
evt_00579,S_021,2023-12-08,GAME,CF OS BELENENSES,24,PV,HIP,76,1.43,0.51,236,5.67,KICK,139,SAVE
evt_00580,S_021,2023-12-08,GAME,CF OS BELENENSES,27,RW,7M,89,2.02,1.41,232,4.97,KICK,136,SAVE
evt_00581,S_021,2023-12-08,GAME,CF OS BELENENSES,30,CB,7M,96,0.33,0.16,352,1.52,BASIC,150,GOAL
evt_00582,S_021,2023-12-08,GAME,CF OS BELENENSES,33,CB,JUMP,86,1.95,1.04,207,3.79,BASIC,150,SAVE
evt_00583,S_021,2023-12-08,GAME,CF OS BELENENSES,36,PV,HIP,72,2.23,0.72,347,2.65,BASIC,169,MISS
evt_00584,S_021,2023-12-08,GAME,CF OS BELENENSES,39,CB,7M,79,2.28,0.73,219,3.86,STAR,152,SAVE
evt_00585,S_021,2023-12-08,GAME,CF OS BELENENSES,42,LW,BOUNCE,74,0.27,1.73,390,1.27,SPLIT,170,GOAL
evt_00586,S_021,2023-12-08,GAME,CF OS BELENENSES,45,RB,JUMP,82,0.58,0.99,233,2.02,BASIC,176,MISS
evt_00587,S_021,2023-12-08,GAME,CF OS BELENENSES,48,LW,JUMP,79,2.2,1.15,238,4.92,SPLIT,157,SAVE
evt_00588,S_021,2023-12-08,GAME,CF OS BELENENSES,51,RB,BOUNCE,85,0.83,1.46,192,4.08,STAR,177,SAVE
evt_00589,S_021,2023-12-08,GAME,CF OS BELENENSES,54,LW,JUMP,88,2.46,1.41,262,5.8,BLOCK,151,SAVE
evt_00590,S_021,2023-12-08,GAME,CF OS BELENENSES,57,LW,JUMP,108,2.54,0.49,341,1.71,SPLIT,180,GOAL
evt_00591,S_022,2023-12-13,TRAINING,N/A,1,LB,HIP,107,1.0,1.14,356,1.22,BASIC,118,MISS
evt_00592,S_022,2023-12-13,TRAINING,N/A,4,LW,HIP,110,0.51,1.13,224,4.33,BLOCK,121,SAVE
evt_00593,S_022,2023-12-13,TRAINING,N/A,8,CB,BOUNCE,99,2.64,1.79,374,2.61,BASIC,120,GOAL
evt_00594,S_022,2023-12-13,TRAINING,N/A,12,CB,LOB,95,0.15,1.84,375,2.05,BASIC,112,GOAL
evt_00595,S_022,2023-12-13,TRAINING,N/A,17,CB,LOB,106,1.56,1.0,180,5.58,STAR,115,SAVE
evt_00596,S_022,2023-12-13,TRAINING,N/A,21,RB,LOB,108,0.32,1.67,403,2.07,BASIC,115,GOAL
evt_00597,S_022,2023-12-13,TRAINING,N/A,25,RW,7M,81,1.68,1.19,237,4.45,SPLIT,144,SAVE
evt_00598,S_022,2023-12-13,TRAINING,N/A,30,PV,7M,97,1.67,0.67,265,4.15,BLOCK,137,SAVE
evt_00599,S_022,2023-12-13,TRAINING,N/A,34,LW,JUMP,96,0.25,0.2,340,3.22,SPLIT,133,GOAL
evt_00600,S_022,2023-12-13,TRAINING,N/A,38,RB,JUMP,104,2.72,1.82,324,1.35,BASIC,142,GOAL
evt_00601,S_022,2023-12-13,TRAINING,N/A,42,RW,HIP,77,2.74,1.63,385,2.83,SPLIT,133,GOAL
evt_00602,S_022,2023-12-13,TRAINING,N/A,47,LB,BOUNCE,87,0.18,0.37,334,1.98,BASIC,149,GOAL
evt_00603,S_022,2023-12-13,TRAINING,N/A,51,PV,JUMP,72,2.61,1.79,448,3.4,SPLIT,130,GOAL
evt_00604,S_022,2023-12-13,TRAINING,N/A,55,PV,LOB,78,1.42,0.54,354,2.65,BASIC,136,MISS
evt_00605,S_022,2023-12-13,TRAINING,N/A,60,RB,JUMP,98,1.19,0.82,312,1.93,BASIC,136,MISS
evt_00606,S_022,2023-12-13,TRAINING,N/A,64,RB,LOB,97,0.43,1.65,456,2.64,SPLIT,151,GOAL
evt_00607,S_022,2023-12-13,TRAINING,N/A,68,LB,7M,89,0.24,1.78,476,1.76,BASIC,162,GOAL
evt_00608,S_022,2023-12-13,TRAINING,N/A,72,RW,JUMP,104,1.62,1.01,254,5.75,BLOCK,167,SAVE
evt_00609,S_022,2023-12-13,TRAINING,N/A,77,RW,LOB,106,1.51,1.2,274,5.51,SPLIT,171,SAVE
evt_00610,S_022,2023-12-13,TRAINING,N/A,81,LW,7M,88,0.34,1.78,382,1.61,BASIC,157,GOAL
evt_00611,S_022,2023-12-13,TRAINING,N/A,85,RW,JUMP,76,2.55,0.29,320,3.37,BASIC,151,GOAL
evt_00612,S_023,2023-12-17,TRAINING,N/A,1,RW,JUMP,79,1.3,1.21,198,5.54,KICK,114,SAVE
evt_00613,S_023,2023-12-17,TRAINING,N/A,2,LB,JUMP,101,1.81,1.44,267,3.72,BASIC,107,SAVE
evt_00614,S_023,2023-12-17,TRAINING,N/A,4,LB,JUMP,102,1.32,0.91,257,5.68,BLOCK,118,SAVE
evt_00615,S_023,2023-12-17,TRAINING,N/A,6,RW,7M,101,0.13,0.43,464,2.75,SPLIT,113,GOAL
evt_00616,S_023,2023-12-17,TRAINING,N/A,9,RW,BOUNCE,101,0.73,0.97,261,3.94,SPLIT,115,SAVE
evt_00617,S_023,2023-12-17,TRAINING,N/A,11,CB,BOUNCE,92,0.15,1.8,407,1.17,BASIC,116,GOAL
evt_00618,S_023,2023-12-17,TRAINING,N/A,13,RB,7M,110,0.11,1.81,454,1.03,SPLIT,126,GOAL
evt_00619,S_023,2023-12-17,TRAINING,N/A,15,LW,7M,109,0.59,1.15,366,2.93,BASIC,108,MISS
evt_00620,S_023,2023-12-17,TRAINING,N/A,18,RB,HIP,74,0.28,0.18,459,1.07,SPLIT,132,GOAL
evt_00621,S_023,2023-12-17,TRAINING,N/A,20,LW,LOB,71,2.69,0.22,386,3.26,BASIC,122,GOAL
evt_00622,S_023,2023-12-17,TRAINING,N/A,22,RB,JUMP,77,2.24,0.56,183,3.85,BLOCK,138,SAVE
evt_00623,S_023,2023-12-17,TRAINING,N/A,24,PV,7M,106,0.52,1.05,237,5.64,SPLIT,132,SAVE
evt_00624,S_023,2023-12-17,TRAINING,N/A,27,LB,7M,106,0.83,0.59,230,4.9,KICK,118,SAVE
evt_00625,S_023,2023-12-17,TRAINING,N/A,29,RB,LOB,84,2.7,0.16,409,1.36,SPLIT,141,GOAL
evt_00626,S_023,2023-12-17,TRAINING,N/A,31,PV,7M,74,2.74,1.8,303,3.12,BASIC,139,GOAL
